card_id,card_zh_cnt,card_lb_cnt,card_xz_cnt,card_brand_cnt,card_product_cnt,card_zh,card_lb,card_xz,card_brand,card_product,flow_mtcnt,flow_daycnt,flowcnt_t,flowcnt_6,flowcnt_3,min_dtseg,max_dtseg,flowcnt_wkd,flowcnt_wke,top_trdtz,n_trdtz,top_trdwkd,n_trdwkd,succ_cnt1,succ_cnt6,succ_cnt3,succ_late,fail_late,cash_cnt1,cash_cnt6,cash_cnt3,cash_amt1,cash_amt6,cash_amt3,cashmax_amt1,cashmax_amt6,cashmax_amt3,cons_cnt1,cons_cnt6,cons_cnt3,cons_amt1,cons_amt6,cons_amt3,consmax_amt1,consmax_amt6,consmax_amt3,consnigt_cnt1,consnigt_cnt6,consnigt_cnt3,transout_cnt1,transout_cnt6,transout_cnt3,transout_amt1,transout_amt6,transout_amt3,transoutmax_amt1,transoutmax_amt6,transoutmax_amt3,transin_cnt1,transin_cnt6,transin_cnt3,transin_amt1,transin_amt6,transin_amt3,transinmax_amt1,transinmax_amt6,transinmax_amt3,cre_cash_cnt,cre_cash_amt,kj_cnt,kj_amt,zx_cnt,zx_amt,trade_amt1,trade_amt6,trade_amt3,consnigt_amt1,consnigt_amt6,consnigt_amt3,arg_cashamt,arg_consamt,avg_nigconsamt,arg_tout_amt,arg_crecash_amt,arg_zx_amt,arg_cashzb_cnt,arg_conszb_cnt,arg_nigconszb_cnt,transoutzb_cnt,cre_cashzb_cnt,zxzb_cnt,arg_cashzb_amt,arg_conszb_amt,arg_nigconszb_amt,transoutzb_amt,cre_cashzb_amt,zxzb_amt,flag
3163,1,1,1,1,1,1,1,1,12,0,5,31,45,45,18,49,179,26,19,noon,13,1,12,0,42,18,0,1,0,4,2,0,5400,1400,0,3000,1000,0,29,13,0,1812,650,0,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1800,0,7211.91,2049.97,0,0,0,13500,62.48,0,0,0,64.28571,0.088888,0.644444,0,0,0,0.622222,0.748761,0.251251,0,0,0,0.249587,1
3164,1,1,1,1,1,1,1,1,12,0,6,15,16,16,7,5,171,11,5,morn,7,2,4,4,14,9,0,3,0,0,0,0,0,0,0,0,0,4,12,8,12795,38385,25590,3718.82,3718.82,3718.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15473.68,12795,38384.98,25589.99,0,0,0,0,3198.75,0,0,0,3094.736,0,0.75,0,0,0,0.3125,0,1.000000,0,0,0,0.403118,1
3165,1,1,1,1,1,3,1,2,2,0,5,11,29,29,19,26,179,5,24,aftr,20,5,11,8,18,13,0,1,0,2,2,0,1000,1000,0,500,500,5,9,5,5450.9,7355.9,5450.9,3030,3030,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1000,0,0,0,0,5450.87,8805.84,6450.84,0,0,0,5000,817.32,0,0,500,0,0.068965,0.310344,0,0,0.068965,0,0.113561,0.835343,0,0,0.113561,0,1
3166,1,1,1,1,1,1,1,1,12,0,5,9,11,11,7,13,152,6,5,noon,4,5,5,1,10,8,0,2,0,5,4,0,10000,7000,0,3000,2000,1,4,3,5200,6402,5987,5200,5200,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,16401.99,12986.99,0,0,0,20000,1600.5,0,0,0,0,0.454545,0.363636,0,0,0,0,0.609682,0.390318,0,0,0,0,1
3167,1,1,1,1,1,1,1,1,12,0,1,3,6,6,2,90,118,6,0,aftr,4,2,4,0,5,5,0,3,0,2,2,0,1500,1500,0,1000,1000,0,1,1,0,14802,14802,0,14802,14802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16301.98,16301.98,0,0,0,7500,14802,0,0,0,0,0.333333,0.166666,0,0,0,0,0.092013,0.907987,0,0,0,0,1
317,1,1,1,1,1,1,1,1,12,AA,4,6,12,12,10,7,175,9,3,aftr,6,4,6,9,11,10,0,1,0,0,0,0,0,0,0,0,0,7,9,8,2535,3144,2834,900,900,900,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535,3144,2834,1175,1485,1175,0,349.33,495,0,0,0,0,0.75,0.25,0,0,0,0,1,0.472328,0,0,0,1
3170,1,1,1,1,1,1,1,1,12,0,5,16,21,21,15,25,147,17,4,noon,8,3,9,9,21,19,0,999,1,1,1,100,100,100,100,100,100,1,4,4,10000,24914,24914,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10930,27404,26958,0,0,0,1000,6228.5,0,0,0,0,0.047619,0.190476,0,0,0,0,0.003649,0.909137,0,0,0,0,1
3171,1,1,1,1,1,1,1,1,12,0,5,9,12,12,10,1,171,11,1,noon,5,2,5,6,12,10,0,999,3,4,4,9000,10000,10000,3000,3000,3000,3,5,4,15908.8,23816.15,23516.15,7651.45,7651.45,7651.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24908.8,33816.13,33516.14,0,0,0,25000,4763.23,0,0,0,0,0.333333,0.416666,0,0,0,0,0.295716,0.704283,0,0,0,0,1
3172,1,1,1,1,1,1,1,2,1,0,6,30,64,64,32,7,172,32,32,noon,26,5,15,28,57,41,0,1,8,16,12,15500,29600,22000,3000,3000,3000,15,29,22,29195.88,214960.0,134023.1,10000,80300,62240.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29600,0,0,0,0,44695.83,244559.9,156023.0,303,303,303,18500,7412.41,303,0,1850,0,0.25,0.453125,0.015625,0,0.25,0,0.121033,0.878966,0.001238,0,0.121033,0,1
3174,1,1,1,1,1,1,1,2,12,0,4,13,61,61,34,38,178,39,22,aftr,40,3,27,4,59,50,0,3,0,2,2,0,4000,4000,0,2000,2000,4,11,9,2596,8998.09,8599.2,1200,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4000,22,22,44,121.79,2596,13019.85,12619.01,0,0,0,20000,818,0,0,2000,2.767954,0.032786,0.180327,0,0,0.032786,0.721311,0.307223,0.691105,0,0,0.307223,0.009354,1
3175,1,1,1,1,1,1,1,1,12,0,2,2,3,3,0,110,148,3,0,aftr,2,3,2,0,3,2,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3176,1,1,1,1,1,1,1,1,12,0,2,2,2,2,1,81,153,1,1,aftr,2,5,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3178,1,1,1,1,1,3,1,2,1,0,2,6,14,14,14,21,56,10,4,aftr,6,3,6,10,10,10,0,0,0,0,0,0,0,0,0,0,0,8,8,8,3396.2,3396.2,3396.2,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396.18,3396.18,3396.18,0,0,0,0,424.52,0,0,0,0,0,0.571428,0,0,0,0,0,1.000005,0,0,0,0,1
3180,1,1,1,1,1,1,1,1,12,0,6,63,99,99,64,1,178,63,36,aftr,32,2,27,34,63,54,0,0,4,8,8,500,1800,1800,200,600,600,3,4,3,559.8,2259.8,559.8,500,1700,500,0,0,0,2,4,4,220,440,440,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28325,104133.8,137459.2,125087.7,0,0,0,2250,564.95,0,110,0,5665,0.080808,0.040404,0,0.040404,0,0.050505,0.013094,0.016439,0,0.003200,0,0.206061,1
3183,1,1,1,1,1,1,1,2,5,0,6,39,73,73,37,4,179,33,40,even,19,6,17,15,69,53,0,0,0,0,0,0,0,0,0,0,0,9,40,31,46169.5,139524.5,104068.0,15260,49956,49956,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52669.5,172348.4,111892,3730,4090,4090,0,3488.11,1363.333,0,0,0,0,0.547945,0.041095,0,0,0,0,0.809548,0.023730,0,0,0,1
3184,1,1,1,1,1,1,1,1,12,0,2,4,6,6,6,4,46,1,5,noon,2,5,4,6,6,6,0,999,0,0,0,0,0,0,0,0,0,1,1,1,3679.03,3679.03,3679.03,3679.03,3679.03,3679.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,3679.02,3679.02,3679.02,0,0,0,0,3679.03,0,0,0,-0.01,0,0.166666,0,0,0,0.166666,0,1.000002,0,0,0,-2.72E-0,1
3185,1,1,1,1,1,1,1,1,1,0,5,5,5,5,3,2,136,3,2,morn,5,1,3,2,5,4,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81102.79,156706.5,146686.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3187,1,1,1,1,1,3,1,2,1,0,2,7,10,10,10,11,53,6,4,even,5,4,3,10,10,10,0,999,0,0,0,0,0,0,0,0,0,8,8,8,5413.7,5413.7,5413.7,2008,2008,2008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413.68,5413.68,5413.68,200,200,200,0,676.71,200,0,0,0,0,0.8,0.1,0,0,0,0,1.000003,0.036943,0,0,0,1
3188,1,1,1,1,1,1,1,1,12,0,6,19,28,28,20,14,158,13,15,aftr,9,2,7,11,25,22,0,0,5,10,9,8100,15200,13200,2500,2500,2500,3,5,4,10150.17,10234.72,10170.17,5066.67,5066.67,5066.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18250.14,25434.66,23370.12,0,0,0,15200,2046.94,0,0,0,0,0.357142,0.178571,0,0,0,0,0.597609,0.402392,0,0,0,0,1
319,1,1,1,1,1,1,1,1,12,0,2,2,2,2,1,24,148,1,1,morn,1,7,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1,1,200,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0,0,0,0,200,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,1
3190,1,1,1,1,1,1,1,2,1,0,2,4,6,6,3,2,103,6,0,dusk,4,1,5,3,4,4,0,3,0,0,0,0,0,0,0,0,0,3,4,4,17760,27775,27775,8208,10015,10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17760,27775,27775,0,0,0,0,6943.75,0,0,0,0,0,0.666666,0,0,0,0,0,1,0,0,0,0,1
3192,1,1,1,1,1,1,1,2,12,0,3,3,3,3,3,4,88,0,3,aftr,3,5,2,2,3,3,0,999,0,0,0,0,0,0,0,0,0,2,3,3,10000,15000,15000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,15000,15000,0,0,0,0,5000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3193,1,1,1,1,1,1,1,2,12,1,6,19,47,47,29,26,177,40,7,dusk,20,3,17,15,47,34,0,999,0,0,0,0,0,0,0,0,0,14,37,27,93528,295486,193966,14680,19860,19860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93527.99,295485.9,193965.9,0,0,0,0,7986.1,0,0,0,0,0,0.787234,0,0,0,0,0,1.000000,0,0,0,0,1
3194,1,1,1,1,1,1,1,2,12,0,6,16,37,37,16,2,158,11,26,dusk,12,5,13,13,36,22,0,5,0,0,0,0,0,0,0,0,0,12,18,15,1770.4,61774.4,31770.4,330,15000,15000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770.4,118774.2,60770.36,430,430,430,0,3431.91,215,0,0,0,0,0.486486,0.054054,0,0,0,0,0.520099,0.003620,0,0,0,1
3195,1,1,1,1,1,1,1,1,12,AA,4,8,10,10,6,1,171,5,5,morn,3,5,3,5,9,6,0,5,1,3,1,2500,5000,2500,2500,2500,2500,3,4,4,9264.78,11737.17,11737.17,4320,4320,4320,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7417.17,11764.78,16737.16,14237.17,2472.39,4944.78,4944.78,16666.6,2934.29,2472.39,0,0,2472.39,0.3,0.4,0.2,0,0,0.3,0.298736,0.701264,0.295437,0,0,0.443155,1
3196,1,1,1,1,1,3,1,2,1,0,1,14,22,22,22,32,51,11,11,aftr,8,2,5,22,22,22,1,999,0,0,0,0,0,0,0,0,0,22,22,22,7515,7515,7515,3030,3030,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7515,7515,7515,0,0,0,0,341.59,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3197,1,1,1,1,1,1,1,2,1,0,6,28,43,43,12,25,176,21,22,even,11,7,11,7,37,18,0,2,0,3,2,0,4800,2800,0,2000,2000,4,27,11,1238,18168.7,6670.1,529,3440,2217.6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4800,0,0,0,0,1667.98,23398.64,9900.06,0,4333,567,16000,672.91,1444.333,0,1600,0,0.069767,0.627906,0.069767,0,0.069767,0,0.205140,0.776485,0.185181,0,0.205140,0,1
3198,1,1,1,1,1,1,1,1,12,0,6,45,88,88,20,5,178,42,46,morn,26,5,19,12,84,41,0,0,1,6,5,800,4500,4000,800,1500,1500,7,50,22,359.04,34421.35,25230.22,352,8300,8300,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6293.88,3410.03,44841.13,35150.12,0,3423,900,7500,688.42,380.3333,0,0,299.7085,0.068181,0.568181,0.102272,0,0,0.238636,0.100354,0.767628,0.076336,0,0,0.140359,1
3199,1,1,1,1,1,1,1,2,1,0,6,18,25,25,9,2,178,18,7,dusk,10,4,7,7,24,9,0,0,0,0,0,0,0,0,0,0,0,7,24,9,24821,71141,40991,10000,10000,10000,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24821,71141,40991,200,450,200,0,2964.2,150,0,0,0,0,0.96,0.12,0,0,0,0,1,0.006325,0,0,0,1
32,1,1,1,1,1,1,1,1,12,0,1,2,2,2,0,110,114,1,1,morn,1,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,1,1,1,1,1,1,1,1,12,0,3,13,41,41,8,46,138,17,24,dusk,17,1,14,8,38,20,0,4,2,17,6,3600,61000,8000,2000,5000,2000,2,5,3,23333.21,26130.21,23801.21,20000,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26933.19,87130.07,31801.12,0,0,0,35882.3,5226.04,0,0,0,0,0.414634,0.121951,0,0,0,0,0.700102,0.299898,0,0,0,0,1
3202,2,1,2,4,2,1,1,1,1,0,6,55,134,134,86,6,178,66,68,aftr,46,6,32,64,121,86,0,0,17,29,22,32600,41400,35200,5000,5000,5000,4,12,9,20099,130170.3,29030.34,19100,100000,19100,0,0,0,38,74,50,181100,380700,279700,12000,19800,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233798.9,552270.2,343930.2,0,0,0,14275.8,10847.52,0,5144.594,0,0,0.216417,0.089552,0,0.552238,0,0,0.074963,0.235700,0,0.689336,0,0,1
3203,1,1,1,1,1,3,1,2,2,0,6,44,61,61,15,3,178,38,23,dusk,19,1,15,8,59,24,0,4,0,0,0,0,0,0,0,0,0,8,57,24,2175.96,17944.66,6528.43,500,1159.1,700.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175.96,18640.66,6528.43,0,0,0,0,314.81,0,0,0,0,0,0.934426,0,0,0,0,0,0.962662,0,0,0,0,1
3205,1,1,1,1,1,1,1,2,1,0,5,21,70,70,43,16,155,33,37,dusk,20,7,14,24,64,56,0,0,0,0,0,0,0,0,0,0,0,23,58,52,124398.4,404055,366795.4,19852,38551,38551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,124398.3,404054.9,366795.3,0,0,0,0,6966.46,0,0,0,0.045,0,0.828571,0,0,0,0.028571,0,1.000000,0,0,0,2.23E-07,1
3206,1,1,1,1,1,1,1,1,2,0,6,28,33,33,5,22,173,24,9,aftr,24,2,9,2,32,14,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,10588,10588,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,824.94,159727.5,58549.83,0,0,0,0,2647,0,0,0,1,0,0.121212,0,0,0,0.030303,0,0.066287,0,0,0,6.26E-06,1
3207,1,1,1,1,1,1,1,1,12,0,6,24,31,31,20,10,176,18,13,noon,12,6,7,12,30,24,0,2,1,1,1,200,200,200,200,200,200,5,17,11,18438.99,71103.63,40471.31,5406.67,8800,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37148.48,18638.97,71303.55,40671.23,0,0,0,2000,4182.56,0,0,0,4643.56,0.032258,0.548387,0,0,0,0.258064,0.002804,0.997196,0,0,0,0.520990,1
3208,1,1,1,1,1,1,1,2,1,0,5,10,20,20,6,5,159,9,11,aftr,7,5,5,6,18,13,0,4,1,3,3,1900,4600,4600,1900,2000,2000,2,6,2,458,17324,458,308,9341,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4600,0,0,0,0,2357.97,21923.91,5057.92,0,0,0,15333.3,2887.33,0,0,1533.333,0,0.15,0.3,0,0,0.15,0,0.209816,0.790187,0,0,0.209816,0,1
3209,1,1,1,1,1,1,1,1,12,0,6,14,22,22,15,4,168,10,12,aftr,8,6,7,10,18,15,0,0,0,0,0,0,0,0,0,0,0,4,7,5,12530.77,29926.06,18329.2,5798.43,5798.43,5798.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17395.28,12530.73,29926.01,18329.16,0,0,0,0,4275.15,0,0,0,4348.82,0,0.318181,0,0,0,0.181818,0,1.000001,0,0,0,0.581276,1
321,1,1,1,1,1,1,1,1,12,0,1,1,6,6,6,62,62,6,0,morn,6,3,6,0,5,5,0,2,0,1,1,0,1000,1000,0,1000,1000,0,2,2,0,1500,1500,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1499.99,0,2499.98,2499.98,0,0,0,10000,750,0,0,0,499.9966,0.166666,0.333333,0,0,0,0.5,0.400003,0.600004,0,0,0,0.600000,1
3210,1,1,1,1,1,1,1,1,12,0,3,6,7,7,5,30,175,3,4,earl,4,7,2,4,7,5,1,999,4,5,5,8500,11500,11500,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,11499.98,11500,0,0,0,23000,0,0,0,0,0,0.714285,0,0,0,0,0,1.000001,0,0,0,0,0,1
3211,1,1,1,1,1,1,1,2,12,0,6,33,73,73,43,23,176,35,38,noon,27,7,18,21,65,60,0,2,0,0,0,0,0,0,0,0,0,7,36,31,15523.5,35520.5,28065.3,4268,6680,4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3987.93,29323.35,60537.44,53082.24,0,0,0,0,986.68,0,0,0,362.5390,0,0.493150,0,0,0,0.150684,0,0.586752,0,0,0,0.065875,1
3214,1,1,1,1,1,1,1,2,12,0,2,4,4,4,1,6,174,3,1,noon,2,6,1,1,4,1,0,999,0,0,0,0,0,0,0,0,0,1,4,1,8980,10579,8980,8980,8980,8980,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8980,10579,8980,0,800,0,0,2644.75,800,0,0,0,0,1,0.25,0,0,0,0,1,0.075621,0,0,0,1
3215,1,1,1,1,1,1,1,2,1,0,4,12,23,23,16,26,118,13,10,aftr,9,2,5,10,21,21,0,1,0,0,0,0,0,0,0,0,0,8,18,18,18339.9,52071.3,52071.3,12020,25020,25020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18339.88,52071.27,52071.27,0,0,0,0,2892.85,0,0,0,0,0,0.782608,0,0,0,0,0,1.000000,0,0,0,0,1
3216,1,1,1,1,1,1,1,2,2,0,2,7,10,10,10,1,52,6,4,aftr,4,1,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,9,9,9,42712.8,42712.8,42712.8,23680,23680,23680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42712.8,42712.8,42712.8,0,0,0,0,4745.86,0,0,0,0,0,0.9,0,0,0,0,0,1,0,0,0,0,1
3217,1,1,1,1,1,1,1,1,12,0,2,10,19,19,19,4,52,7,12,dusk,6,5,8,11,11,11,0,0,0,0,0,0,0,0,0,0,0,8,8,8,32016.39,32016.39,32016.39,30000,30000,30000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,32416.4,32416.4,32416.4,956,956,956,0,4002.04,478,0,0,279,0,0.421052,0.105263,0,0,0.052631,0,0.987660,0.029491,0,0,0.008606,1
322,1,1,1,1,1,1,1,2,12,0,5,9,10,10,3,5,174,6,4,aftr,4,3,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,21498.4,9120,0,9072,9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21498.4,9120,0,0,0,0,3071.2,0,0,0,0,0,0.7,0,0,0,0,0,1,0,0,0,0,1
3220,1,1,1,1,1,1,1,2,2,0,5,7,7,7,2,28,165,2,5,morn,2,6,3,1,7,5,0,999,0,0,0,0,0,0,0,0,0,1,7,5,4000,33755.32,20418.32,4000,12866,12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,33755.32,20418.32,0,0,0,0,4822.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3221,1,1,1,1,1,1,1,2,2,0,5,5,6,6,4,36,152,5,1,dusk,6,1,3,2,6,4,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3225,1,1,1,2,1,1,1,1,1,0,5,14,16,16,11,5,142,7,9,aftr,8,6,5,5,15,13,0,1,1,7,5,1000,6700,4700,1000,1500,1500,4,4,4,124999.9,124999.9,124999.9,49999.99,49999.99,49999.99,0,0,0,0,2,2,0,15000,15000,0,7500,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125999.9,146699.9,144699.9,0,0,0,9571.4,31249.99,0,7500,0,0,0.4375,0.25,0,0.125,0,0,0.045671,0.852079,0,0.102249,0,0,1
3226,2,1,2,2,1,1,1,1,2,0,6,28,52,52,32,6,178,37,15,morn,15,4,11,19,52,39,0,999,9,18,12,31000,45100,37100,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,2,18,14,59800,258000,157000,29900,40000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175364.7,434220.7,325220.7,0,0,0,25055.5,0,0,14333.33,0,0,0.346153,0,0,0.346153,0,0,0.103864,0,0,0.594167,0,0,1
3228,1,1,1,1,1,1,1,2,12,0,6,20,27,27,18,3,171,13,14,noon,8,5,8,9,22,20,0,1,0,0,0,0,0,0,0,0,0,4,13,11,2095.49,12674.23,11018.59,1030,3700,3700,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4877.38,6,6670.98,2095.44,19345.18,17689.54,0,320,320,0,974.94,320,0,0,1111.83,0,0.481481,0.037037,0,0,0.222222,0,0.655162,0.016541,0,0,0.344839,1
3229,1,1,1,1,1,1,1,2,12,0,5,19,24,24,12,16,136,7,17,dusk,8,7,6,8,24,15,0,999,0,0,0,0,0,0,0,0,0,8,22,15,5310.36,10044.2,7097.7,2685,2685,2685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310.36,11347.2,7097.7,0,456,0,0,456.55,456,0,0,0,0,0.916666,0.041666,0,0,0,0,0.885169,0.040186,0,0,0,1
323,1,1,1,1,1,1,1,2,12,0,4,6,8,8,5,12,166,3,5,even,3,5,4,1,6,5,0,2,0,1,1,0,500,500,0,500,500,1,4,3,14935,54440.02,42405,14935,14935,14935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,0,14935,54940.01,42904.99,0,0,0,5000,13610,0,0,500,0,0.125,0.5,0,0,0.125,0,0.009100,0.990899,0,0,0.009100,0,1
3231,1,1,1,1,1,1,1,1,12,0,4,6,8,8,2,8,167,6,2,noon,4,1,3,1,6,2,0,4,0,1,0,0,3000,0,0,3000,0,1,2,1,222,1677,222,222,1455,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,4676.97,221.99,0,0,0,30000,838.5,0,0,0,0,0.125,0.25,0,0,0,0,0.641440,0.358565,0,0,0,0,1
3232,1,1,1,1,1,1,1,1,12,AA,3,3,5,5,3,40,159,3,2,dusk,3,4,3,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,-0.01,-0.04,-0.02,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0.2,0,0,0,0,0,0,1
3233,1,1,1,1,1,1,1,1,12,0,3,14,25,25,25,3,70,11,14,dusk,8,7,11,13,16,16,0,0,2,3,3,200,400,400,100,200,200,11,12,12,913.8,1263.8,1263.8,340,350,350,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.8,1663.79,1663.79,413,413,413,1333.3,105.31,137.6666,0,0,0,0.12,0.48,0.12,0,0,0,0.240414,0.759591,0.248228,0,0,0,1
